genres,app_name,release_date,tags,id,playtime_forever
"['Casual', 'Indie']",Cubicolor,2016,"['Indie', 'Casual', 'Puzzle', 'Singleplayer']",454190,79
"['Action', 'Casual', 'Indie']",Defy Gravity Extended,2016,"['Platformer', 'Indie', 'Puzzle', 'Space', 'Action', '2D', 'Singleplayer', 'Casual', 'Difficult', 'Sci-fi', 'Great Soundtrack', 'Female Protagonist', 'Physics', 'Retro', 'Shooter', 'Anime', 'Arcade', 'Multiplayer', 'Open World', 'Horror']",96100,301
"['Action', 'Indie']",Defy Gravity - Soundtrack,2016,"['Action', 'Indie']",451030,0
"['Adventure', 'Casual', 'Indie']",Rising Angels: Hope,2016,"['Adventure', 'Indie', 'Casual', 'Anime', 'Visual Novel', 'Female Protagonist']",368150,0
"['Adventure', 'Indie']",A Room Beyond,2017,"['Adventure', 'Indie', 'Point & Click']",454330,0
"['Free to Play', 'Indie', 'Strategy']",Forgotten Myths CCG,2016,"['Free to Play', 'Strategy', 'Indie', 'Card Game']",299910,28
['Strategy'],Soban Fleet Pack,2016,['Strategy'],433241,0
"['Adventure', 'Indie', 'RPG']",Candice DeBébé's Incredibly Trick Lifestyle,2016,"['Adventure', 'Indie', 'RPG', 'Memes', 'Female Protagonist', 'Great Soundtrack', 'Dating Sim', 'Survival Horror', 'Illuminati', 'Anime']",453790,874
"['Adventure', 'Indie']",Nelly Cootalot: The Fowl Fleet,2016,"['Adventure', 'Indie', 'Point & Click', 'Comedy', 'Pirates', 'Funny', 'Female Protagonist']",317320,0
"['Adventure', 'Indie']",Mimpi Dreams,2016,"['Indie', 'Adventure', 'Cute', 'Puzzle-Platformer', 'Platformer', 'Family Friendly', 'Puzzle', '2D']",444770,46
"['Action', 'Adventure', 'Indie', 'Racing']",Trigger Runners Remastered Soundtrack,2016,"['Action', 'Adventure', 'Indie', 'Racing']",450890,0
"['Action', 'Adventure', 'Indie', 'Racing']",Trigger Runners Soundtrack,2016,"['Action', 'Adventure', 'Indie', 'Racing']",450870,0
"['Adventure', 'Indie', 'RPG']",Borstal,2016,"['Adventure', 'RPG', 'Indie']",453730,3351
"['Action', 'Indie']",Wish Project,2016,"['Action', 'Indie', 'Bullet Hell', ""Shoot 'Em Up"", 'Local Co-Op', 'Shooter', '2D', 'Difficult', 'Arcade', 'Singleplayer', 'Controller', 'Anime']",367140,11958
"['Action', 'Adventure', 'Indie']",Vortex: The Gateway,2016,"['Survival', 'Adventure', 'Action', 'Open World', 'Indie', 'Crafting', 'Aliens', 'Survival Horror', 'Building', 'Horror']",406170,0
"['Action', 'Indie', 'RPG']",Zombasite,2016,"['RPG', 'Action', 'Indie', 'Zombies']",408960,300
"['Action', 'Adventure', 'Indie', 'Racing', 'Simulation', 'Sports']",Sky To Fly: Faster Than Wind,2016,"['Action', 'Adventure', 'Racing', 'Indie', 'Sports', 'Simulation', 'Steampunk']",403850,0
"['Action', 'Adventure', 'Casual', 'Racing', 'RPG', 'Sports', 'Strategy']",Atari Vault,2016,"['Retro', 'Adventure', 'Classic', 'Racing', 'Arcade', 'RPG', 'Casual', 'Action', 'Sports', 'Strategy', 'Pixel Graphics', 'Local Multiplayer', '1980s', 'Singleplayer']",400020,9
"['Indie', 'Racing']",PolyRace,2016,"['Racing', 'Indie', 'Procedural Generation']",384330,0
"['Adventure', 'Casual', 'Indie']",Samorost 3,2016,"['Adventure', 'Puzzle', 'Point & Click', 'Great Soundtrack', 'Atmospheric', 'Casual', 'Hand-drawn', 'Indie', '2D', 'Singleplayer', 'Relaxing', 'Story Rich', 'Surreal']",421120,977
"['Adventure', 'Casual', 'Indie']",Paws: A Shelter 2 Game,2016,"['Adventure', 'Casual', 'Indie', 'Cute', 'Singleplayer', 'Simulation', 'Survival', 'Atmospheric', 'Story Rich']",434000,111
"['Adventure', 'Casual', 'Indie']",Samorost 3 Soundtrack + Art Book,2016,"['Adventure', 'Indie', 'Casual']",455370,0
"['Action', 'Casual', 'Indie']",Escape: Close Call,2016,"['Action', 'Indie', 'Casual']",448380,10
"['Indie', 'Simulation', 'Strategy']",Villagers,2016,"['Strategy', 'Simulation', 'City Builder', 'Indie', 'Medieval']",412460,34
"['Free to Play', 'Indie', 'Simulation', 'Early Access']",MachineCraft,2016,"['Early Access', 'Free to Play', 'Building', 'Multiplayer', 'Sandbox', 'Simulation', 'Indie', 'Robots', 'Action']",397100,0
['Casual'],Heartomics: Nokori,2016,"['Casual', 'Clicker', 'Visual Novel']",455970,0
"['Adventure', 'Indie', 'Simulation', 'Strategy', 'Early Access']",Galactineers,2016,"['Early Access', 'Strategy', 'Adventure', 'Indie', 'Simulation', 'Sandbox', 'Crafting']",424850,0
"['Action', 'Indie']",Hush Hush - Unlimited Survival Horror,2016,"['Action', 'Indie', 'Surreal', 'Survival Horror', 'Story Rich', 'Atmospheric', 'Horror']",449500,547
"['Indie', 'Strategy']",Space Food Truck,2016,"['Strategy', 'Indie', 'Card Game', 'Co-op', 'Sci-fi', 'Space', 'Multiplayer', '2D', 'Board Game']",397390,475
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",Thorne - Death Merchants,2016,"['RPGMaker', 'Action', 'Adventure', 'RPG', 'Indie', 'Strategy', 'Fantasy', 'Story Rich', 'Episodic', '2D']",451920,34
"['Action', 'Adventure', 'Indie', 'Early Access']",At the Mountains of Madness,2016,"['Early Access', 'Adventure', 'Indie', 'Lovecraftian', 'Action', 'Horror']",393820,396
['Indie'],Polyology,2016,"['Indie', 'Sokoban', 'Puzzle', 'Great Soundtrack']",450650,0
"['Free to Play', 'Massively Multiplayer', 'RPG']",Tree of Savior (English Ver.),2016,"['MMORPG', 'Massively Multiplayer', 'RPG', 'Free to Play', 'Anime', 'Fantasy', 'Adventure', 'Cute', 'Great Soundtrack', 'Action', 'JRPG', 'Isometric', 'Multiplayer', 'Nudity', 'Open World', 'Co-op', 'Hack and Slash', 'Action RPG', 'Memes', 'Dating Sim']",372000,0
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",Waste Walkers Deliverance,2016,"['Strategy', 'Action', 'Adventure', 'RPG', 'Indie', 'Simulation', 'Survival', 'Post-apocalyptic', 'Choose Your Own Adventure', 'Atmospheric', 'Realistic', 'Open World', 'Great Soundtrack', 'Action RPG', 'Turn-Based Combat', 'Survival Horror']",439900,0
"['Action', 'Casual', 'Indie']","Linea, the Game - Broken Chiptunes",2016,"['Action', 'Indie', 'Casual', 'Music', 'Difficult', 'Minimalist', 'Music-Based Procedural Generation', 'Fast-Paced', 'Arcade']",453330,0
"['Adventure', 'Indie', 'RPG']",Guns of Infinity,2016,"['Adventure', 'Indie', 'RPG', 'Choose Your Own Adventure', 'Text-Based']",446330,0
"['Action', 'Free to Play', 'Indie']",Holodrive - Early Access Supporter Pack,2016,"['Action', 'Indie', 'Free to Play']",429310,0
"['Action', 'Adventure']",LEGO® MARVEL's Avengers DLC - The Masters of Evil Pack,2016,"['Action', 'Adventure']",439500,0
['Action'],LEGO® MARVEL's Avengers Season Pass,2016,"['Action', 'LEGO']",426860,0
"['Adventure', 'Indie', 'RPG']",Sabres of Infinity,2013,"['Adventure', 'RPG', 'Indie', 'Choose Your Own Adventure', 'Text-Based', 'Interactive Fiction', 'Visual Novel']",446310,3
"['Action', 'Adventure']",LEGO® MARVEL's Avengers DLC - Classic Captain Marvel Pack,2016,"['Action', 'Adventure']",439501,0
"['Action', 'Adventure', 'Indie']",Terrarium Land,2016,"['Action', 'Adventure', 'Indie', '3D Platformer']",438780,8
"['Adventure', 'Indie', 'Simulation', 'Early Access']",Pandora`s room,2016,"['Early Access', 'Indie', 'Adventure', 'Simulation', 'Puzzle']",440720,8
"['Action', 'Racing']",Road Madness,2014,"['Racing', 'Action']",457710,3
"['Action', 'Adventure', 'Indie', 'RPG']",Hyper Light Drifter,2016,"['Pixel Graphics', 'Great Soundtrack', 'Atmospheric', 'Difficult', 'Adventure', 'Action', 'Indie', 'Singleplayer', 'RPG', 'Hack and Slash', 'Exploration', '2D', 'Colorful', 'Action RPG', 'Top-Down', 'Post-apocalyptic', 'Fantasy', 'Sci-fi', 'Metroidvania', 'Kickstarter']",257850,13
"['Action', 'Adventure', 'Indie']",Super Robot Jump Jump,2016,"['Action', 'Adventure', 'Indie', 'Platformer', 'Difficult', 'Funny', '2D', 'Co-op', 'Great Soundtrack', 'Local Multiplayer']",422980,342
"['Adventure', 'Indie']",Silver Creek Falls - Chapter 3,2016,"['Indie', 'Adventure', 'Story Rich', 'Great Soundtrack', 'Female Protagonist', 'Mystery', 'Hidden Object', 'Detective', 'RPGMaker']",441060,0
['Action'],GUILTY GEAR 2 -OVERTURE-,2016,"['Action', 'Fighting', 'Anime', 'Story Rich', 'Singleplayer', 'MOBA', 'Great Soundtrack', 'Local Multiplayer', 'Controller', 'Difficult', 'RTS', 'Hack and Slash', 'Strategy']",437000,17
['Action'],ABRACA - Imagic Games,2016,"['Action', '4 Player Local', 'Local Multiplayer', 'Cartoon', 'Competitive', 'Funny', 'Fighting', 'Sports', '2D Fighter', 'Racing', '2D']",345990,0
"['Action', 'Adventure', 'Indie']",Rynn's Adventure: Trouble in the Enchanted Forest,2016,"['Indie', 'Platformer', 'Difficult', '2D', 'Action', 'Adventure']",420500,630
['Action'],Remnant Resistance Pack,2016,['Action'],419110,0
"['Action', 'Indie', 'Racing']",Draw Rider,2016,"['Action', 'Indie', 'Racing', '2D', 'Side Scroller', 'Gore', 'Level Editor', 'Difficult']",448610,13
"['Adventure', 'Free to Play', 'Indie', 'RPG', 'Early Access']",Origin Of Destiny: Crimson Awakening,2016,"['Early Access', 'Free to Play', 'RPG', 'RPGMaker', 'Adventure', 'Indie', 'Anime']",448570,44
"['Adventure', 'Indie']",The Minims,2016,"['Adventure', 'Indie', 'Puzzle', 'Point & Click', 'Minimalist']",442770,0
"['Casual', 'Indie']",Christmas Adventure: Candy Storm,2016,"['Casual', 'Indie', 'Hidden Object', 'Point & Click', 'Singleplayer', 'Family Friendly', 'Short', 'Relaxing', 'Mouse only', 'Puzzle', 'Cute', 'Atmospheric']",456430,570
"['Adventure', 'Indie']",Adam's Venture: Origins,2016,"['Adventure', 'Indie', 'Puzzle', 'Singleplayer', 'Story Rich', 'Remake', 'Third Person', 'Historical', 'Family Friendly', 'Controller', 'Casual', 'Illuminati', 'Great Soundtrack', 'Conspiracy', 'Linear', 'Atmospheric']",400360,0
"['Casual', 'RPG', 'Simulation']","Forgotten, Not Lost - A Kinetic Novel",2016,"['Casual', 'Simulation', 'RPG', 'Visual Novel', 'Anime', 'Singleplayer', 'Indie', 'Story Rich']",457490,0
"['Indie', 'Strategy']",Defend Your Crypt,2016,"['Strategy', 'Indie']",457450,293
"['Action', 'Indie', 'Sports', 'Early Access']",Super Arcade Football,2016,"['Early Access', 'Sports', 'Action', 'Indie', 'Local Multiplayer', 'Local Co-Op', 'Soccer', 'Arcade']",420550,0
"['Adventure', 'Indie']",Anna's Quest,2015,"['Adventure', 'Point & Click', 'Indie', 'Female Protagonist', 'Fantasy', 'Dark Humor', 'Dark', 'Singleplayer']",327220,230
['Indie'],Green Game: TimeSwapper,2016,"['Indie', 'Platformer']",432990,373
"['Action', 'Casual', 'Indie']",A grande bagunça espacial - The big space mess,2016,"['Action', 'Indie', 'Casual', 'Psychological Horror', 'Memes', 'Comedy', 'Funny']",449220,0
"['Simulation', 'Strategy']",Expansion - Europa Universalis IV: Mare Nostrum,2016,"['Strategy', 'Simulation']",436120,0
"['Strategy', 'Early Access']",StarFringe: Adversus,2016,"['Early Access', 'Strategy', 'Space', 'RTS', '4X']",458030,0
"['Action', 'Indie', 'RPG']",Good Robot,2016,"['Indie', 'Action', 'RPG', ""Shoot 'Em Up"", 'Twin Stick Shooter', 'Procedural Generation', 'Rogue-lite', 'Dark Humor', 'Funny', 'Illuminati', 'Controller', 'Rogue-like', 'Robots']",358830,240
['Simulation'],Train Simulator: Class 156 Loco Add-On,2016,"['Simulation', 'Trains', 'Atmospheric', 'TrackIR', 'Realistic', 'Family Friendly', 'Sandbox', 'Physics', 'Open World']",65217,0
['Action'],DARIUSBURST Chronicle Saviours - Space Harrier,2016,['Action'],428603,0
['Action'],DARIUSBURST Chronicle Saviours - Fantasy Zone,2016,['Action'],428605,0
['Action'],DARIUSBURST Chronicle Saviours - Galaxy Force II,2016,['Action'],428604,0
"['Action', 'Adventure', 'Indie']",NO THING,2016,"['Indie', 'Action', 'Adventure', 'Great Soundtrack', 'Surreal', 'Difficult', 'Minimalist', 'First-Person', 'Abstract', 'Runner']",444800,0
"['Casual', 'Indie']",Slime Jumper,2016,"['Casual', 'Indie', '2D', 'Local Multiplayer', 'Singleplayer', 'Platformer', 'Fast-Paced']",408240,0
['Simulation'],Train Simulator: Arriva Trains Wales DMU Pack Add-On,2016,['Simulation'],376941,0
['Simulation'],Train Simulator: South Wales Coastal Route Add-On,2016,['Simulation'],376940,0
"['Action', 'Indie']",Jet Set Knights,2016,"['Indie', 'Action', 'Platformer', 'Pixel Graphics', 'Retro', 'Local Co-Op', 'Singleplayer', 'Difficult', '4 Player Local', 'Local Multiplayer', '2D', 'Tower Defense', 'Co-op', 'Medieval']",405550,238
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Epic Quest of the 4 Crystals - Deluxe Contents,2016,"['Strategy', 'Adventure', 'RPG', 'Indie', 'Casual']",425380,0
"['Action', 'Adventure']",The Ables: Freepoint High,2015,"['Action', 'Adventure', 'Superhero']",427640,4
"['Casual', 'Free to Play', 'Indie']",Antenna,2016,"['Free to Play', 'Indie', 'Casual', 'Atmospheric', 'Puzzle', 'Adventure', 'Singleplayer', 'Short', '2D']",443580,0
"['Adventure', 'Casual']",Secret of the Pendulum,2016,"['Adventure', 'Casual', 'Hidden Object']",434540,0
"['Action', 'Adventure', 'Indie', 'RPG']",Silver Bullet: Prometheus,2016,"['Action', 'Adventure', 'RPG', 'Indie', 'Female Protagonist']",446250,0
"['Action', 'Indie']",Neo Aquarium Soundtrack,2016,"['Action', 'Indie']",444390,0
"['Indie', 'Simulation', 'Strategy']",Automata Empire,2016,"['Strategy', 'Simulation', 'Indie', 'Education', 'RTS']",423800,129
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']",S2ENGINE HD,2016,"['Design & Illustration', 'Animation & Modeling', 'Utilities', 'Software Training', 'Education', 'Game Development']",443970,75
"['Action', 'Adventure', 'Indie', 'RPG']",Warden: Melody of the Undergrowth,2016,"['Action', 'Adventure', 'RPG', 'Indie', '3D Platformer', 'Platformer', 'Colorful', 'Stylized', ""1990's"", 'Multiple Endings', 'Swordplay', 'Inventory Management', 'Character Action Game', 'Puzzle-Platformer', 'Lore-Rich']",338310,181
"['Action', 'Indie', 'RPG', 'Simulation', 'Early Access']",The Contact,2016,"['Early Access', 'Action', 'RPG', 'Indie', 'Simulation']",394010,0
"['Indie', 'Simulation', 'Strategy', 'Early Access']",Judgment: Apocalypse Survival Simulation,2016,"['Early Access', 'Survival', 'Base Building', 'Post-apocalyptic', 'Strategy', 'Simulation', 'Crafting', 'Sandbox', 'Resource Management', 'Indie', 'City Builder', 'Open World', 'Singleplayer', '2D', 'Management', 'Sci-fi', 'Top-Down', 'Demons', 'Economy', 'Procedural Generation']",455980,155
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'Simulation', 'Early Access']",Hide & Hold Out - H2o,2016,"['Early Access', 'Survival', 'Action', 'Massively Multiplayer', 'Adventure', 'Simulation', 'Multiplayer', 'Open World', 'Crafting', 'Indie', 'Sandbox', 'PvP', 'First-Person']",377140,92
"['Indie', 'Simulation', 'Strategy']",Democracy 3 Africa,2016,"['Simulation', 'Strategy', 'Indie', 'Fantasy', 'Politics']",427470,6
['Casual'],Discovering Colors - Animals,2016,"['Casual', 'Family Friendly', 'Colorful', 'Education']",411870,0
"['Indie', 'Simulation']",Euro Truck Simulator 2 - Wheel Tuning Pack,2016,"['Simulation', 'Indie', 'Singleplayer', 'Multiplayer']",388475,0
"['Indie', 'Simulation']",American Truck Simulator - Wheel Tuning Pack,2016,"['Simulation', 'Indie', 'Multiplayer', 'Singleplayer']",450550,0
"['Action', 'Casual', 'Indie', 'Strategy']",Hero Quest: Tower Conflict,2016,"['Casual', 'Action', 'Indie', 'Strategy']",453820,0
"['Simulation', 'Strategy']",Twilight Struggle,2016,"['Board Game', 'Strategy', 'Simulation', 'Cold War']",406290,362
"['Indie', 'Early Access']",Veer,2016,"['Early Access', 'Indie', 'Platformer', 'Puzzle-Platformer', 'Puzzle']",405530,0
"['Action', 'Free to Play', 'Indie']",Clash of the Monsters,2016,"['Free to Play', 'Indie', 'Action', 'Fighting', 'Multiplayer']",431500,0
"['Action', 'Adventure', 'Indie', 'Early Access']",Welkin Road,2016,"['Early Access', 'Action', 'Adventure', 'Indie', 'Parkour']",432720,441
"['Casual', 'Free to Play', 'Simulation']",Lucid9: Inciting Incident,2016,"['Free to Play', 'Visual Novel', 'Anime', 'Mystery', 'Story Rich', 'Casual', 'Simulation', 'Indie', 'Horror', 'Great Soundtrack', 'Choices Matter']",439940,0
"['Action', 'Casual', 'Indie', 'Racing']",Roll'd,2016,"['Action', 'Casual', 'Indie', 'Racing']",461010,2
"['Action', 'Adventure', 'RPG']",Code of Princess,2016,"['Action', 'Adventure', 'RPG', 'Anime', ""Beat 'em up"", 'Female Protagonist', 'Nudity', 'JRPG', '2D']",408640,0
"['Free to Play', 'Indie', 'Massively Multiplayer', 'Strategy']",Астролорды: Передовик производства,2016,"['Strategy', 'Massively Multiplayer', 'Indie', 'Free to Play']",461090,0
"['Indie', 'Simulation', 'Strategy']","States, Firms, & Households",2016,"['Simulation', 'Strategy', 'Indie']",458820,0
['Simulation'],TANE DLC: Newcastle Shunter,2016,['Simulation'],457610,0
"['Action', 'Adventure', 'Indie', 'Early Access']",Massive,2016,"['Early Access', 'Action', 'Indie', 'Adventure', 'Multiplayer', 'Co-op', 'Horror', 'Perma Death', 'Shooter', 'Zombies', 'Vampire', 'Twin Stick Shooter', 'Rogue-like', 'Bullet Hell', 'Survival Horror', 'Pixel Graphics', 'Great Soundtrack', 'Difficult', 'Top-Down', 'Rogue-lite']",461400,130
['Action'],METAL SLUG 2,2016,"['Action', 'Arcade', '2D', 'Side Scroller', 'Classic', ""Shoot 'Em Up""]",366260,0
"['Action', 'Adventure', 'Indie', 'RPG']",Princess.Loot.Pixel.Again,2016,"['Adventure', 'Action', 'RPG', 'Indie', 'Pixel Graphics', 'Platformer', 'Rogue-like', 'Rogue-lite', 'Dungeon Crawler', 'Loot', 'Procedural Generation', '2D', 'Side Scroller']",414290,0
"['Action', 'Indie', 'Early Access']",Grenade Madness,2016,"['Early Access', 'Action', 'Indie', 'Third Person', 'Arena Shooter', 'Fast-Paced', 'Shooter']",432480,0
"['Casual', 'Free to Play', 'Indie']",The Average Everyday Adventures of Samantha Browne,2016,"['Free to Play', 'Indie', 'Casual', 'Visual Novel', 'Female Protagonist', 'Comedy']",445130,8
['Action'],Pang Adventures,2016,"['Action', 'Arcade', 'Retro', 'Multiplayer', ""Shoot 'Em Up"", 'Shooter', 'Cult Classic', 'Strategy']",415150,358
"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Strategy']",Imperia Online,2016,"['Free to Play', 'Strategy', 'Massively Multiplayer', 'Simulation', 'Action']",424780,1
['Adventure'],Gahkthun of the Golden Lightning Steam Edition,2016,"['Adventure', 'Visual Novel', 'Anime', 'Nudity', 'Steampunk', 'Female Protagonist', 'Story Rich', 'Singleplayer']",458380,7527
"['Action', 'Adventure', 'Indie', 'Racing', 'Early Access']",Planetoid Pioneers,2016,"['Early Access', 'Adventure', 'Indie', 'Action', 'Racing', 'Moddable', 'Physics', 'Programming']",300260,5
"['Action', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']","Microcosmum: survival of cells - Campaign  ""New life""",2016,"['Casual', 'RPG', 'Indie', 'Simulation', 'Strategy', 'Action', 'Survival', 'RTS', 'Open World', 'Crafting', 'Tactical', 'Space', 'Great Soundtrack', 'Arcade', 'Sandbox', 'Exploration', '2D', 'Sci-fi', 'Physics', 'Atmospheric']",461200,0
"['Action', 'Adventure', 'Indie']",Spaceport Hope,2016,"['Indie', 'Adventure', 'Platformer', 'Action', 'Pixel Graphics', 'Anime', 'Metroidvania', '2D', ""Shoot 'Em Up"", 'Sci-fi', 'Retro', 'Space', 'Shooter', 'Singleplayer', 'Funny', 'Atmospheric', 'Gore', 'Story Rich', 'Arcade', 'Sandbox']",394540,0
"['Action', 'Indie', 'Racing']",Combat Racers,2016,"['Action', 'Indie', 'Racing', 'Local Multiplayer']",444870,243
"['Action', 'Casual', 'Indie']",LOUD on Planet X,2016,"['Indie', 'Casual', 'Action']",365200,737
['Casual'],Muddy Heights® 2,2016,"['Casual', 'Funny', 'Singleplayer']",463850,0
"['Action', 'Indie']",FrightShow Fighter,2016,"['Indie', 'Action', '2D Fighter', 'Horror', '2.5D', 'Singleplayer', 'Fighting', '2D', 'Great Soundtrack', 'Classic']",455830,0
"['Indie', 'Strategy']",Nomad Fleet,2015,"['Strategy', 'Indie', 'Space', 'Sci-fi', 'RTS', 'Real-Time', 'Singleplayer', 'Atmospheric', 'Replay Value', 'Rogue-lite']",371010,33
['Simulation'],Train Simulator: Union Pacific DD35 Add-On,2016,['Simulation'],376934,0
['Action'],ARCADE GAME SERIES: PAC-MAN,2016,"['Action', 'Arcade', 'Classic', 'Retro']",394160,29
"['Indie', 'Simulation']",Unveil,2016,"['Simulation', 'Survival', 'Indie', 'RPGMaker', 'Realistic']",375210,2
['Action'],ARCADE GAME SERIES: DIG DUG,2016,"['Action', 'Arcade', 'Classic']",403400,0
['Action'],ARCADE GAME SERIES: Ms. PAC-MAN,2016,"['Action', 'Arcade', 'Classic', 'Retro']",403410,0
['Action'],ARCADE GAME SERIES: GALAGA,2016,"['Action', 'Arcade', 'Retro', ""Shoot 'Em Up"", 'Classic', '2D', 'Singleplayer']",403430,12
['Simulation'],Trainz Route: Mojave Sub Division,2016,['Simulation'],454800,0
['Action'],Melty Blood Actress Again Current Code,2016,"['Anime', '2D Fighter', 'Fighting', 'Great Soundtrack', 'Action', 'Arcade', 'Difficult', 'Local Multiplayer', 'e-sports', 'Cute', 'Controller', 'Visual Novel', 'God Game']",411370,209
['Casual'],One Way Flight,2016,"['Casual', 'Indie', 'Hidden Object']",463010,0
['Casual'],Mahjong Deluxe 3,2016,['Casual'],462220,0
['Casual'],Gems of the Aztecs,2016,"['Casual', 'Match 3']",429280,0
"['Casual', 'Indie', 'Strategy']",Crown and Council,2017,"['Strategy', 'Casual', 'Indie', 'Free to Play']",444250,5
"['Action', 'Adventure', 'Indie']",Klabi,2016,"['Psychological Horror', 'Indie', 'Horror', 'Adventure', 'Action', 'Gore', 'Nudity', 'Platformer', 'Anime', 'Atmospheric', 'Great Soundtrack', 'Illuminati']",461140,0
"['Adventure', 'Indie', 'Simulation', 'Early Access']",Jalopy,2016,"['Early Access', 'Simulation', 'Driving', 'Adventure', 'Open World', 'First-Person', 'Indie', 'Singleplayer', 'Atmospheric', 'Realistic', 'Exploration', 'Sandbox', 'Rogue-like', 'Casual', 'Relaxing', 'Survival', 'Rogue-lite', 'Retro', 'Funny', 'Great Soundtrack']",446020,50
"['Casual', 'Indie']",Save the Dodos! Soundtrack,2016,"['Indie', 'Casual']",455030,0
"['Adventure', 'Casual', 'Indie']",C14 Dating,2016,"['Indie', 'Casual', 'Adventure', 'Dating Sim', 'Otome', 'Visual Novel', 'Female Protagonist', 'Anime']",451640,0
"['Indie', 'RPG', 'Strategy']",Link,2016,"['Strategy', 'RPG', 'Indie', 'Rogue-like']",454030,0
"['Action', 'Indie']",Action Legion - Soundtrack,2016,"['Action', 'Indie']",464640,0
"['Adventure', 'Casual', 'Indie']",C14 Dating Wallpapers and Official Soundtrack,2016,"['Adventure', 'Indie', 'Casual']",451680,0
"['Adventure', 'Indie', 'RPG']",The Sea Eternal,2016,"['Indie', 'Adventure', 'RPG', 'Choose Your Own Adventure', 'Text-Based']",463320,4
"['Casual', 'Indie']",Save the Dodos,2016,"['Casual', 'Indie', 'Puzzle', 'Family Friendly', 'Cute', '2D', 'Colorful', 'Singleplayer', 'Lemmings', 'Difficult', 'Arcade']",428830,1
"['Adventure', 'Indie', 'RPG']",Best of Us,2016,"['Adventure', 'RPG', 'Indie', 'Choose Your Own Adventure', 'Text-Based']",464380,183
['Simulation'],FSX: Steam Edition - JU87 D.5/G.2 Stuka Add-On,2016,['Simulation'],433744,0
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",Puzzle Box - Soundtrack OST,2016,"['Indie', 'Casual', 'Strategy', 'Action', 'Adventure', 'Music', 'Great Soundtrack', 'Anime', 'Atmospheric', 'Soundtrack', 'Level Editor', 'Puzzle-Platformer', 'Singleplayer', 'Stylized', 'Action-Adventure', 'Funny', 'Arcade', 'Sandbox', '2D', 'Pixel Graphics']",464860,0
"['Indie', 'Simulation', 'Strategy']",8-Bit Armies,2016,"['Strategy', 'RTS', 'Pixel Graphics', 'Simulation', 'Indie', 'Voxel', 'Multiplayer', 'Co-op', 'Great Soundtrack', 'Base Building', 'Action', 'War']",427250,42
"['Simulation', 'Strategy']",8-Bit Armies - Soundtrack,2016,"['Strategy', 'Simulation']",462170,0
"['Action', 'Indie', 'Strategy']",Battle of Empires : 1914-1918 - Real War,2016,"['Strategy', 'Action', 'Indie']",410810,0
"['Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",Wayward,2016,"['Early Access', 'Survival', 'Adventure', 'Pixel Graphics', 'RPG', 'Indie', 'Rogue-like', 'Crafting', 'Simulation', 'Open World', 'Fantasy', 'Inventory Management', 'Turn-Based', 'Agriculture', 'Sandbox', '2D', 'Top-Down']",379210,2057
['Casual'],Drusilla Dreams,2016,"['Casual', 'Visual Novel']",458060,24
"['Adventure', 'Casual', 'Indie', 'RPG']",Moonchild - Super Savefiles,2016,"['Adventure', 'RPG', 'Indie', 'Casual']",464130,0
"['Adventure', 'Casual', 'Indie', 'RPG']",Moonchild,2016,"['RPG', 'RPGMaker', 'Indie', 'Adventure', 'Casual', 'Exploration', 'Female Protagonist', 'Story Rich', 'Anime']",332410,0
"['Indie', 'Strategy']",REDCON,2016,"['Strategy', 'Indie', 'Tower Defense']",449710,19
['Strategy'],Strategy & Tactics: Wargame Collection,2016,"['Strategy', 'World War II', 'Grand Strategy', 'Turn-Based', 'Turn-Based Strategy', 'Wargame']",338130,244
"['Action', 'Indie', 'Massively Multiplayer']",CONTASION 2,2015,"['Massively Multiplayer', 'Indie', 'Action']",428940,0
"['Action', 'Strategy']",CTU: Counter Terrorism Unit,2016,"['Strategy', 'Action', 'Tactical', 'FPS']",397320,25
"['Action', 'Adventure', 'Indie']",Grizzly Valley,2016,"['Adventure', 'Action', 'Indie', 'Horror', 'Stealth', 'Shooter', 'Survival', 'Multiplayer']",461520,1
"['Action', 'Casual', 'Indie']",Mini Metal,2016,"['Action', 'Indie', 'Casual']",454420,0
"['Casual', 'Free to Play', 'Simulation']",One Thousand Lies,2016,"['Free to Play', 'Visual Novel', 'Casual', 'Anime', 'Story Rich', 'Simulation', 'Comedy', 'Psychological', 'Romance', 'Indie', 'Great Soundtrack']",463390,0
"['Casual', 'Indie', 'Strategy']",Boss Monster: Tools of Hero-Kind,2016,"['Strategy', 'Indie', 'Casual']",363250,0
"['Casual', 'Indie']",Colours of Magic: Aqua Teeter,2016,"['Casual', 'Indie', 'Puzzle', 'Singleplayer', 'Relaxing', 'Colorful', 'Family Friendly', 'Hand-drawn', 'Cute', 'Top-Down', 'Cartoon']",464230,0
